descuento_1,descuento_2,campo_vacio_1,producto,campo_vacio_2,campo_vacio_3,precio_sin_descuento,precio,precio_por_k,link,imagen,fecha_scrapeo
,,,Snack Horneado Sabor Pizza Neolitas 70 Gr.,,,,$ 915,Agregar,"Precio por 1 Kg $ 13.071,43",https://ardiaprod.vtexassets.com/arquivos/ids/335959-500-auto?v=638653937822600000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de molde Delipan Salvado 380 Gr.,,,,$ 2.305,Agregar,"Precio por 1 Kg $ 6.065,79",https://ardiaprod.vtexassets.com/arquivos/ids/319380-500-auto?v=638599503140100000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Pouch Danica 500 Gr.,,,,$ 1.655,Agregar,Precio por 1 Kg $ 3.310,https://ardiaprod.vtexassets.com/arquivos/ids/311011-500-auto?v=638599380902100000&width=500&height=auto&aspect=true,2025-08-30
,,,Snack Horneado Sabor Jamón Neolitas 70 Gr.,,,,$ 915,Agregar,"Precio por 1 Kg $ 13.071,43",https://ardiaprod.vtexassets.com/arquivos/ids/335961-500-auto?v=638786808863600000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Corte Americano Dia 65 Gr.,,,,$ 1.450,Agregar,"Precio por KG $ 22.307,69",https://ardiaprod.vtexassets.com/arquivos/ids/345716-500-auto?v=638745185492630000&width=500&height=auto&aspect=true,2025-08-30
,,,"Chicle Topline Fruta 6,7 Gr.",,,,$ 450,Agregar,"Precio por 1 Kg $ 67.164,18",https://ardiaprod.vtexassets.com/arquivos/ids/311749-500-auto?v=638599390557000000&width=500&height=auto&aspect=true,2025-08-30
,,,Alfajor San Telmo Negro 60 Gr.,,,,$ 1.100,Agregar,"Precio por 1 Kg $ 18.333,33",https://ardiaprod.vtexassets.com/arquivos/ids/326162-500-auto?v=638599591124900000&width=500&height=auto&aspect=true,2025-08-30
,,,Premezcla De Vainilla Exquisita 300 Gr.,,,,$ 2.100,Agregar,Precio por 1 Kg $ 7.000,https://ardiaprod.vtexassets.com/arquivos/ids/309982-500-auto?v=638829129290830000&width=500&height=auto&aspect=true,2025-08-30
,,,Caramelos Clight Naranja 20 Gr.,,,,$ 915,Agregar,"Precio por 10 Gr $ 457,50",https://ardiaprod.vtexassets.com/arquivos/ids/355083-500-auto?v=638893885771100000&width=500&height=auto&aspect=true,2025-08-30
,,,Baguette Cocida Congelada 230 Gr.,,,,$ 1.250,Agregar,"Precio por 1 Kg $ 5.434,78",https://ardiaprod.vtexassets.com/arquivos/ids/352885-500-auto?v=638865280458500000&width=500&height=auto&aspect=true,2025-08-30
,,,Larguitas Hojaldre Dia 150 Gr.,,,,$ 1.240,Agregar,"Precio por 1 Kg $ 8.266,67",https://ardiaprod.vtexassets.com/arquivos/ids/346182-500-auto?v=638786853340800000&width=500&height=auto&aspect=true,2025-08-30
,,,Celusal Fina Salero 250 Gr.,,,,$ 3.020,Agregar,Precio por 1 Kg $ 12.080,https://ardiaprod.vtexassets.com/arquivos/ids/341611-500-auto?v=638708907839400000&width=500&height=auto&aspect=true,2025-08-30
,,,Tableta de Dulce de Leche Vauquita 25 Gr.,,,,$ 565,Agregar,Precio por 10 Gr $ 226,https://ardiaprod.vtexassets.com/arquivos/ids/311532-500-auto?v=638786815530070000&width=500&height=auto&aspect=true,2025-08-30
,,,Nestlé Choco Trio Chocolate X 90 Gr.,,,,$ 4.430,Agregar,"Precio por 1 Kg $ 49.222,22",https://ardiaprod.vtexassets.com/arquivos/ids/353666-500-auto?v=638871334446400000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Blanco Familiar 590 Gr.,,,,$ 3.600,Agregar,"Precio por 1 Kg $ 6.101,69",https://ardiaprod.vtexassets.com/arquivos/ids/342133-500-auto?v=638708914314300000&width=500&height=auto&aspect=true,2025-08-30
,,,Pasta Mbox Brocoli Menu Box 64 Gr.,,,,$ 2.880,Agregar,Precio por 1 Kg $ 45.000,https://ardiaprod.vtexassets.com/arquivos/ids/332068-500-auto?v=638616524237230000&width=500&height=auto&aspect=true,2025-08-30
,,,Alfajor San Telmo Blanco 60 Gr.,,,,$ 1.100,Agregar,"Precio por 1 Kg $ 18.333,33",https://ardiaprod.vtexassets.com/arquivos/ids/326164-500-auto?v=638599591150300000&width=500&height=auto&aspect=true,2025-08-30
,,,Bombones Surtidos Arcor El Kiosco 246 Gr.,,,,$ 9.465,Agregar,"Precio por 1 Kg $ 38.475,61",https://ardiaprod.vtexassets.com/arquivos/ids/322151-500-auto?v=638842225396370000&width=500&height=auto&aspect=true,2025-08-30
,,,Budin Con Chips Dia 160 Gr.,,,,$ 1.590,Agregar,"Precio por 1 Kg $ 9.937,50",https://ardiaprod.vtexassets.com/arquivos/ids/349735-500-auto?v=638816899971770000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Menoyo Original Sin Tacc 250 Gr.,,,,$ 890,Agregar,Precio por 1 Kg $ 3.560,https://ardiaprod.vtexassets.com/arquivos/ids/323095-500-auto?v=638599551808600000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceite De Oliva Extra Virgen Sin Tacc Lira 500 Ml.,,,,$ 17.195,Agregar,Precio por 1 LT $ 34.390,https://ardiaprod.vtexassets.com/arquivos/ids/351305-500-auto?v=638840399024870000&width=500&height=auto&aspect=true,2025-08-30
,,,Budin Marmolado Dia 160 Gr.,,,,$ 1.590,Agregar,"Precio por 1 Kg $ 9.937,50",https://ardiaprod.vtexassets.com/arquivos/ids/349726-500-auto?v=638816899868230000&width=500&height=auto&aspect=true,2025-08-30
,,,Maní Japonés Limon&Pimienta Dia 65 Gr.,,,,$ 1.800,Agregar,"Precio por 1 Kg $ 27.692,31",https://ardiaprod.vtexassets.com/arquivos/ids/350889-500-auto?v=638833325394430000&width=500&height=auto&aspect=true,2025-08-30
,,,Maní Japonés Pizza Dia 65 Gr.,,,,$ 1.800,Agregar,Precio por 65 Kg $ 1.800,https://ardiaprod.vtexassets.com/arquivos/ids/350886-500-auto?v=638833325357370000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceitunas Verdes Rellenas Castell 125 Gr.,,,,$ 2.975,Agregar,Precio por 1 Kg $ 23.800,https://ardiaprod.vtexassets.com/arquivos/ids/340006-500-auto?v=638689891233430000&width=500&height=auto&aspect=true,2025-08-30
,,,"Chicle Topline Menta 6,7 Gr.",,,,$ 450,Agregar,"Precio por 10 Gr $ 671,64",https://ardiaprod.vtexassets.com/arquivos/ids/311748-500-auto?v=638786815632800000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de molde Blanco Artesanal 530 Gr.,,,,$ 3.790,Agregar,"Precio por 1 Kg $ 7.150,94",https://ardiaprod.vtexassets.com/arquivos/ids/318972-500-auto?v=638599497313070000&width=500&height=auto&aspect=true,2025-08-30
,,,Talitas Clásicas Cristal 100 Gr.,,,,$ 1.690,Agregar,Precio por 1 Kg $ 16.900,https://ardiaprod.vtexassets.com/arquivos/ids/335147-500-auto?v=638786846043200000&width=500&height=auto&aspect=true,2025-08-30
,,,Pionono Tradicional 150 Gr.,,,,$ 1.850,Agregar,"Precio por 1 Kg $ 12.333,33",https://ardiaprod.vtexassets.com/arquivos/ids/329532-500-auto?v=638599637045000000&width=500&height=auto&aspect=true,2025-08-30
,,,Maní Pelado Salado 500 Gr.,,,,$ 4.690,Agregar,Precio por 1 Kg $ 9.380,https://ardiaprod.vtexassets.com/arquivos/ids/320326-500-auto?v=638599516073100000&width=500&height=auto&aspect=true,2025-08-30
,,,Poroto Alubia Monte Nevi 350 Gr.,,,,$ 1.095,Agregar,"Precio por 1 Kg $ 3.220,59",https://ardiaprod.vtexassets.com/arquivos/ids/341221-500-auto?v=638708903248100000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Primavera Instantaneo Mbox 85 Gr.,,,,$ 2.880,Agregar,"Precio por 1 Kg $ 33.882,35",https://ardiaprod.vtexassets.com/arquivos/ids/332092-500-auto?v=638616524568230000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Integral Bimbo Cero Cero 430 Gr.,,,,$ 5.270,Agregar,"Precio por 1 Kg $ 12.255,81",https://ardiaprod.vtexassets.com/arquivos/ids/354817-500-auto?v=638887749735100000&width=500&height=auto&aspect=true,2025-08-30
,,,Tablitas Saborizadas 120 Gr.,,,,$ 1.190,Agregar,"Precio por 1 Kg $ 9.916,67",https://ardiaprod.vtexassets.com/arquivos/ids/335179-500-auto?v=638645821709600000&width=500&height=auto&aspect=true,2025-08-30
,,,Chocolate Con Almendras Cofler 55 Gr.,,,,$ 3.275,Agregar,"Precio por 1 Kg $ 59.545,45",https://ardiaprod.vtexassets.com/arquivos/ids/350576-500-auto?v=638827339816370000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Tradicional Dia 65 Gr.,,,,$ 1.305,Agregar,"Precio por 1 Kg $ 20.076,92",https://ardiaprod.vtexassets.com/arquivos/ids/345710-500-auto?v=638745185409300000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Salvado con Semillas Noly 360 Gr.,,,,$ 3.230,Agregar,"Precio por 1 Kg $ 8.972,22",https://ardiaprod.vtexassets.com/arquivos/ids/339948-500-auto?v=638689890462170000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan con Canela Pasas y Avena Cristal 550 Gr.,,,,$ 3.490,Agregar,"Precio por 1 Kg $ 6.345,45",https://ardiaprod.vtexassets.com/arquivos/ids/348431-500-auto?v=638793570368730000&width=500&height=auto&aspect=true,2025-08-30
,,,Jardinera La Campagnola 300 Gr.,,,,$ 1.375,Agregar,"Precio por 1 Kg $ 4.583,33",https://ardiaprod.vtexassets.com/arquivos/ids/320225-500-auto?v=638823944414470000&width=500&height=auto&aspect=true,2025-08-30
,,,Granas DIA Multicolor 50 Gr.,,,,$ 580,Agregar,Precio por KG $ 11.600,https://ardiaprod.vtexassets.com/arquivos/ids/323215-500-auto?v=638599553274600000&width=500&height=auto&aspect=true,2025-08-30
,,,Torta Matera Cristal 400 Gr..,,,,$ 2.990,Agregar,Precio por 1 Kg $ 7.475,https://ardiaprod.vtexassets.com/arquivos/ids/340444-500-auto?v=638786182320400000&width=500&height=auto&aspect=true,2025-08-30
,,,Galletita Con Chips De Chocolate Cofler 120 Gr.,,,,$ 1.510,Agregar,"Precio por 1 Kg $ 12.583,33",https://ardiaprod.vtexassets.com/arquivos/ids/347143-500-auto?v=638786871349830000&width=500&height=auto&aspect=true,2025-08-30
,,,Lentejas de Chocolate DIA 80 Gr.,,,,$ 2.000,Agregar,Precio por 1 Kg $ 25.000,https://ardiaprod.vtexassets.com/arquivos/ids/312246-500-auto?v=638779096985800000&width=500&height=auto&aspect=true,2025-08-30
,,,Hummus con Pimentón Picante Sin TACC Kyros 230gr.,,,,$ 3.699,Agregar,"Precio por 1 Kg $ 16.082,61",https://ardiaprod.vtexassets.com/arquivos/ids/327811-500-auto?v=638599613043730000&width=500&height=auto&aspect=true,2025-08-30
,,,Porotos Alubia Dia 400 Gr.,,,,$ 3.150,Agregar,Precio por 1 Kg $ 6.300,https://ardiaprod.vtexassets.com/arquivos/ids/344545-500-auto?v=638739136347870000&width=500&height=auto&aspect=true,2025-08-30
